Content ID,User ID,Cont_Type,Category,Age,Device,Duration,React_Type,Datetime,Sentiment,Score
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,peeking,8/20/2020 18:17,neutral,35.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,scared,2/11/2021 4:53,negative,15.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,hate,3/8/2021 10:40,negative,5.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,disgust,3/28/2021 21:15,negative,0.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,hate,5/25/2021 1:00,negative,5.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,like,3/15/2021 12:17,positive,50.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,love,5/5/2021 16:26,positive,65.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,love,8/31/2020 0:21,positive,65.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,heart,6/16/2021 3:02,positive,60.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,indifferent,7/7/2020 10:52,neutral,20.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,peeking,8/20/2020 7:59,neutral,35.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,love,9/23/2020 11:15,positive,65.0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,photo,healthy eating,13.0,Huawei,54.0,like,3/24/2021 5:56,positive,50.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,hate,12/7/2020 19:13,negative,5.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,super love,8/3/2020 16:41,positive,75.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,adore,1/10/2021 15:36,positive,72.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,scared,9/20/2020 8:48,negative,15.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,cherish,7/20/2020 14:06,positive,70.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,adore,10/24/2020 12:15,positive,72.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,interested,6/6/2021 1:27,positive,30.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,heart,12/25/2020 0:09,positive,60.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,like,6/14/2021 7:56,positive,50.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,like,6/5/2021 18:00,positive,50.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,hate,11/18/2020 23:37,negative,5.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,interested,5/9/2021 2:42,positive,30.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,dislike,5/11/2021 8:38,negative,10.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,peeking,11/12/2020 8:00,neutral,35.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,heart,6/21/2020 16:57,positive,60.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,super love,3/4/2021 23:58,positive,75.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,want,7/9/2020 16:47,positive,70.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,hate,8/1/2020 19:16,negative,5.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,dislike,11/23/2020 22:46,negative,10.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,scared,12/11/2020 14:08,negative,15.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,dislike,4/23/2021 23:41,negative,10.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,want,11/13/2020 0:33,positive,70.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,interested,6/9/2021 10:13,positive,30.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,love,10/29/2020 19:41,positive,65.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,heart,5/14/2021 12:47,positive,60.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,disgust,8/4/2020 5:40,negative,0.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,adore,8/7/2020 4:09,positive,72.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,adore,10/23/2020 21:19,positive,72.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,adore,11/14/2020 23:53,positive,72.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,worried,8/4/2020 19:26,negative,12.0
230c4e4d-70c3-461d-b42c-ec09396efb3f,a5c65404-5894-4b87-82f2-d787cbee86b4,photo,healthy eating,5.0,Huawei,23.0,interested,11/12/2020 4:54,positive,30.0
356fff80-da4d-4785-9f43-bc1261031dc6,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,0.0,Google,19.0,worried,4/3/2021 12:17,negative,12.0
356fff80-da4d-4785-9f43-bc1261031dc6,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,0.0,Google,19.0,want,9/27/2020 22:15,positive,70.0
356fff80-da4d-4785-9f43-bc1261031dc6,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,0.0,Google,19.0,heart,10/27/2020 5:45,positive,60.0
356fff80-da4d-4785-9f43-bc1261031dc6,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,0.0,Google,19.0,scared,10/15/2020 9:11,negative,15.0
356fff80-da4d-4785-9f43-bc1261031dc6,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,0.0,Google,19.0,heart,5/7/2021 9:16,positive,60.0
356fff80-da4d-4785-9f43-bc1261031dc6,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,0.0,Google,19.0,hate,9/16/2020 8:39,negative,5.0
356fff80-da4d-4785-9f43-bc1261031dc6,9fb4ce88-fac1-406c-8544-1a899cee7aaf,photo,technology,0.0,Google,19.0,indifferent,10/29/2020 15:38,neutral,20.0
01ab84dd-6364-4236-abbb-3f237db77180,e206e31b-5f85-4964-b6ea-d7ee5324def1,video,food,31.0,Apple,10.0,scared,5/24/2021 18:03,negative,15.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,interested,2/25/2021 20:02,positive,30.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,hate,5/2/2021 3:45,negative,5.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,want,1/28/2021 8:49,positive,70.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,peeking,2/15/2021 13:06,neutral,35.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,dislike,11/4/2020 21:25,negative,10.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,love,6/23/2020 22:12,positive,65.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,cherish,2/16/2021 4:01,positive,70.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,interested,1/3/2021 8:44,positive,30.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,adore,11/25/2020 12:45,positive,72.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,like,12/3/2020 16:47,positive,50.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,like,5/22/2021 21:03,positive,50.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,cherish,1/18/2021 13:39,positive,70.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,indifferent,1/6/2021 0:35,neutral,20.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,adore,5/14/2021 14:33,positive,72.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,worried,5/27/2021 15:21,negative,12.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,peeking,7/21/2020 2:12,neutral,35.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,dislike,5/26/2021 6:09,negative,10.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,dislike,2/25/2021 3:16,negative,10.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,intrigued,12/7/2020 22:50,positive,45.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,indifferent,10/24/2020 14:06,neutral,20.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,peeking,9/1/2020 21:18,neutral,35.0
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4607d7b0-3313-49b8-9f73-5b8227fc5b67,GIF,cooking,10.0,Google,90.0,adore,5/10/2021 22:07,positive,72.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,cherish,2/12/2021 16:37,positive,70.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,heart,4/28/2021 15:22,positive,60.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,intrigued,1/24/2021 0:38,positive,45.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,worried,3/18/2021 1:53,negative,12.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,disgust,1/14/2021 7:21,negative,0.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,heart,12/23/2020 4:11,positive,60.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,hate,5/21/2021 7:23,negative,5.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,like,3/28/2021 23:25,positive,50.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,peeking,9/16/2020 7:33,neutral,35.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,indifferent,11/8/2020 10:53,neutral,20.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,heart,3/6/2021 5:23,positive,60.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,disgust,1/13/2021 23:35,negative,0.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,want,9/6/2020 22:35,positive,70.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,interested,6/24/2020 9:31,positive,30.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,hate,2/7/2021 21:39,negative,5.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,intrigued,1/21/2021 18:28,positive,45.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,dislike,2/27/2021 0:21,negative,10.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,worried,8/22/2020 12:06,negative,12.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,cherish,8/3/2020 6:29,positive,70.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,scared,8/2/2020 6:20,negative,15.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,want,6/4/2021 4:57,positive,70.0
3f8590c7-6ab2-4973-805a-90cdec355f05,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,video,dogs,36.0,Samsung,79.0,super love,10/21/2020 9:07,positive,75.0
